Study_Hours,Attendance_Percentage,Assignment_Score,Quiz_Score,Project_Score,Midterm_Exam,Course_Work_Score,Final_Exam_Score,Status
10.7,76.0,75.6,67.6,63.5,67.8,68.4,69.2,Pass
11.5,78.1,70.1,67.0,57.8,60.4,64.2,84.0,Pass
5.7,72.0,62.4,45.8,61.8,50.1,57.2,53.4,Pass
17.4,87.5,79.7,72.3,89.4,85.5,81.4,84.5,Pass
12.8,79.7,69.9,69.7,72.9,75.5,71.0,75.3,Pass
5.9,69.5,54.6,46.7,55.5,50.2,52.6,48.1,Pass
5.1,60.8,44.9,42.4,44.3,51.2,43.9,38.5,Fail
11.4,80.5,69.0,69.1,78.4,71.7,72.8,68.8,Pass
20.0,78.4,96.1,97.5,80.4,100.0,90.2,99.0,Pass
2.9,61.1,58.1,28.2,57.1,33.8,48.7,40.6,Fail
8.6,63.4,67.2,54.1,63.7,46.0,61.9,60.6,Pass
10.5,65.5,63.1,45.4,65.1,62.6,58.6,50.8,Pass
13.1,73.2,62.4,63.9,72.4,70.1,66.9,74.2,Pass
10.6,70.9,82.0,40.9,74.7,65.1,66.8,64.9,Pass
4.9,59.4,43.5,34.4,44.2,42.8,41.0,49.5,Fail
2.7,63.4,56.6,37.0,52.9,48.6,49.2,33.0,Fail
5.5,67.9,54.3,53.7,50.6,53.6,52.6,44.2,Fail
10.4,68.1,53.0,41.6,65.4,49.5,54.5,58.6,Pass
4.6,83.8,42.5,50.0,43.8,47.8,45.3,47.3,Fail
14.2,79.7,83.4,65.8,72.3,77.3,73.7,82.4,Pass
6.2,68.4,48.3,58.9,66.2,48.1,58.6,55.1,Pass
4.4,59.9,36.7,36.0,55.7,36.9,44.1,35.3,Fail
9.2,72.1,57.9,57.2,73.4,71.7,63.9,54.9,Pass
5.8,68.9,52.2,43.6,61.9,56.2,53.5,40.8,Fail
5.1,66.1,53.0,34.0,47.5,39.2,45.1,51.5,Fail
18.7,93.8,88.1,74.4,86.4,100.0,83.3,89.2,Pass
4.6,51.9,38.9,31.3,51.6,47.3,41.7,47.9,Fail
5.4,63.4,49.8,27.0,58.8,50.5,46.6,27.9,Fail
9.3,76.9,75.4,68.6,75.8,49.4,73.5,60.2,Pass
14.1,69.7,60.7,60.2,71.7,73.5,65.0,72.7,Pass
8.8,58.2,58.8,53.2,56.7,45.9,56.3,56.4,Pass
7.1,64.4,45.1,36.8,62.2,48.9,49.4,46.2,Fail
19.9,92.2,84.2,82.2,80.4,100.0,82.1,98.7,Pass
5.2,59.3,57.2,45.8,49.5,41.8,50.7,42.1,Fail
5.2,63.4,33.2,43.1,46.6,44.9,41.5,33.2,Fail
4.6,68.9,66.7,34.9,52.2,32.9,51.4,38.6,Fail
8.5,65.6,46.3,57.4,66.2,57.9,57.6,55.2,Pass
3.8,61.0,29.8,20.2,48.9,52.4,34.6,54.5,Fail
3.2,58.6,44.1,22.5,45.8,56.5,38.3,48.1,Fail
5.4,61.9,45.9,41.3,39.5,54.4,42.0,52.2,Fail
2.2,53.3,35.4,11.6,32.3,28.8,27.0,30.0,Fail
7.8,67.3,60.9,41.9,64.0,58.1,56.4,60.0,Pass
8.5,78.7,53.2,49.1,63.7,55.6,56.2,43.1,Pass
9.3,83.8,68.3,70.1,75.7,66.8,71.8,69.6,Pass
10.9,83.1,73.3,53.8,65.6,72.2,64.4,61.4,Pass
5.5,67.7,40.3,39.3,51.6,35.6,44.5,30.1,Fail
13.2,89.1,81.3,49.7,76.5,81.6,69.9,76.4,Pass
12.5,93.4,79.2,66.5,83.6,79.8,77.2,80.3,Pass
3.4,65.5,58.9,38.9,64.0,35.3,54.9,56.7,Pass
6.5,59.9,51.0,34.4,48.4,29.7,45.0,23.1,Fail
1.1,71.8,37.1,43.6,29.8,40.5,36.1,27.8,Fail
13.3,66.3,76.5,68.5,73.7,76.3,73.0,73.3,Pass
10.8,65.9,61.8,50.2,66.4,58.8,60.2,55.8,Pass
15.0,61.3,83.0,46.0,60.1,67.6,62.7,93.1,Pass
2.4,68.7,51.1,27.8,40.7,44.4,40.0,40.6,Fail
8.9,52.2,53.3,61.4,51.6,48.3,55.0,48.7,Pass
4.8,73.7,44.7,45.2,60.5,54.8,51.2,36.3,Fail
1.6,76.4,45.3,30.7,40.4,37.5,39.0,28.4,Fail
11.7,87.9,77.3,75.0,72.1,75.2,74.5,77.3,Pass
2.9,53.4,29.8,33.1,26.9,39.6,29.6,28.8,Fail
8.3,55.1,49.9,47.2,57.4,66.1,52.1,61.0,Pass
4.8,60.6,34.9,62.2,38.4,48.9,44.5,46.6,Fail
7.4,75.9,49.2,58.5,73.7,49.0,61.8,53.4,Pass
11.0,82.8,61.9,57.3,63.0,63.3,61.0,69.5,Pass
7.5,74.3,55.1,53.4,65.7,51.6,58.8,57.6,Pass
3.7,68.7,50.8,45.3,53.6,49.0,50.3,40.3,Fail
18.9,100.0,93.4,89.0,87.0,95.6,89.5,95.0,Pass
5.5,62.8,60.9,33.5,60.6,45.9,52.6,42.2,Fail
4.2,58.8,58.9,53.6,34.9,54.2,47.7,31.2,Fail
6.4,58.2,59.7,56.4,52.8,57.0,56.0,58.4,Pass
2.4,66.3,41.7,28.5,50.4,36.2,41.2,20.8,Fail
4.5,64.0,50.1,40.8,48.1,60.0,46.5,31.0,Fail
5.7,73.4,48.9,46.6,46.6,71.2,47.3,68.2,Pass
7.8,65.8,57.3,50.1,68.4,46.7,59.6,57.3,Pass
6.9,73.3,54.5,55.5,56.7,50.0,55.7,48.3,Pass
8.9,67.6,48.9,48.5,54.7,47.7,51.1,64.3,Pass
6.5,66.5,64.6,49.8,48.6,63.9,53.8,48.4,Pass
12.4,74.3,80.8,66.6,72.4,62.3,73.2,75.2,Pass
9.8,58.2,51.0,55.6,56.3,53.0,54.5,52.4,Pass
8.5,69.1,61.9,55.3,58.3,79.1,58.5,67.0,Pass
13.5,80.7,65.5,69.9,84.9,83.5,74.6,77.8,Pass
13.5,68.3,66.9,63.7,81.3,68.2,71.7,57.6,Pass
7.2,83.9,55.3,34.6,63.2,56.4,52.2,48.6,Pass
5.4,66.5,45.7,34.4,56.3,31.0,46.6,35.2,Fail
7.6,64.1,56.0,36.1,45.9,51.3,46.0,52.2,Fail
6.2,62.2,36.5,34.5,50.9,49.7,41.7,46.2,Fail
5.2,77.2,49.4,36.8,56.8,40.2,48.6,28.8,Fail
7.5,62.4,85.8,56.4,58.6,55.1,66.1,44.3,Pass
8.4,72.5,46.2,63.6,55.7,77.6,55.2,72.5,Pass
9.6,78.6,59.7,61.6,59.3,77.0,60.1,63.5,Pass
14.8,82.2,76.6,59.2,78.0,91.8,71.9,72.4,Pass
7.9,65.0,53.9,40.3,64.8,50.6,54.2,58.8,Pass
6.6,74.6,49.5,42.4,65.9,49.6,53.9,47.1,Pass
11.6,75.2,73.5,52.7,69.5,72.1,65.7,75.4,Pass
4.0,51.0,44.5,48.4,51.6,35.3,48.5,28.6,Fail
2.2,72.4,41.1,25.7,40.3,46.2,36.2,30.5,Fail
8.8,65.7,64.2,53.6,64.1,65.8,61.0,51.0,Pass
5.5,65.2,46.3,31.9,50.6,66.2,43.7,51.6,Pass
5.8,69.4,45.4,49.6,48.3,38.5,47.8,58.5,Pass
3.9,60.4,50.6,35.2,62.8,50.9,50.9,37.5,Fail
12.9,81.5,59.8,53.7,68.3,67.8,61.4,72.2,Pass
2.2,53.8,54.6,28.3,40.7,48.1,41.2,51.4,Fail
9.4,66.7,70.9,56.9,59.3,62.5,62.1,58.9,Pass
6.7,77.8,61.1,34.5,62.0,54.9,53.5,42.7,Fail
15.3,78.6,69.5,62.7,86.0,86.7,74.1,81.7,Pass
11.6,65.5,54.3,55.2,55.6,73.0,55.1,69.0,Pass
3.2,64.5,25.2,25.8,47.2,36.6,34.2,26.6,Fail
9.8,75.0,75.0,46.7,68.8,62.6,64.0,57.2,Pass
8.7,57.8,47.0,61.7,43.8,49.9,50.1,44.8,Fail
6.4,80.9,59.9,37.4,69.2,55.4,56.9,67.9,Pass
9.4,85.6,66.1,52.3,69.4,72.9,63.3,54.5,Pass
4.5,66.4,35.5,45.9,53.4,59.7,45.8,41.3,Fail
7.1,66.9,49.4,46.7,40.7,36.1,45.1,31.8,Fail
6.8,68.3,45.0,41.9,64.7,62.1,52.0,46.4,Pass
4.0,71.9,55.9,48.8,66.6,53.3,58.0,41.6,Pass
5.5,70.2,58.8,26.0,53.7,36.9,46.9,46.1,Fail
5.0,67.9,48.4,49.3,46.6,33.6,48.0,44.7,Fail
8.4,81.1,54.4,45.2,45.5,60.1,48.1,53.6,Pass
13.3,85.0,73.6,42.5,66.4,72.4,61.4,76.8,Pass
2.8,55.7,51.2,54.5,50.3,39.7,51.8,17.2,Fail
8.5,77.3,48.3,53.4,60.5,73.6,54.7,63.6,Pass
4.8,75.0,69.0,51.2,45.9,36.1,54.4,35.6,Fail
11.2,75.7,63.2,68.2,78.0,57.5,70.6,60.7,Pass
8.5,75.0,58.5,44.1,56.9,45.9,53.5,60.5,Pass
2.3,60.3,55.5,32.8,35.2,47.6,40.6,33.8,Fail
7.5,59.4,52.4,46.0,54.5,57.5,51.3,56.6,Pass
6.2,82.5,56.3,42.9,62.9,56.0,54.9,36.0,Fail
3.0,52.9,34.6,45.5,32.1,33.3,36.9,32.8,Fail
4.9,79.3,49.0,57.6,52.9,50.0,53.1,59.1,Pass
7.3,68.2,49.4,46.9,66.8,50.0,55.6,46.4,Pass
5.0,76.0,38.7,49.5,43.1,55.9,43.7,38.7,Fail
11.9,74.5,49.5,67.5,68.7,86.1,62.6,79.8,Pass
6.2,74.9,53.0,49.9,54.4,43.1,52.6,51.2,Pass
4.7,69.2,39.1,37.5,53.8,42.4,44.5,45.1,Fail
7.5,63.6,59.3,25.0,49.1,48.3,44.9,32.4,Fail
8.1,70.8,55.7,51.4,60.8,33.5,56.4,40.7,Fail
11.2,72.3,51.3,64.9,57.9,74.1,58.0,61.3,Pass
6.9,73.4,68.0,40.0,45.6,54.0,50.6,49.2,Pass
7.9,70.6,53.6,51.6,48.6,59.7,51.0,45.6,Pass
5.5,68.9,55.8,48.3,52.4,44.0,52.2,48.4,Fail
15.5,70.4,85.3,70.8,78.5,80.5,78.2,82.3,Pass
8.4,59.9,54.5,49.6,64.7,52.7,57.1,68.2,Pass
7.4,69.4,55.7,39.6,60.0,53.9,52.6,56.1,Pass
5.0,67.5,61.8,53.7,64.4,58.0,60.4,40.3,Pass
12.1,66.1,61.7,57.7,64.5,69.2,61.6,61.8,Pass
2.1,67.1,52.9,31.6,50.7,25.1,45.6,38.1,Fail
7.5,73.9,56.6,35.2,52.3,53.6,48.5,35.4,Fail
4.5,66.6,50.3,45.2,52.8,56.5,49.8,35.6,Fail
10.6,72.8,64.3,78.6,63.0,64.4,68.1,67.0,Pass
8.1,59.6,51.1,45.6,51.7,59.5,49.7,59.1,Pass
7.4,58.6,48.1,41.5,53.6,64.1,48.3,52.6,Pass
3.5,67.4,42.0,39.4,37.9,50.8,39.6,38.3,Fail
6.5,61.2,41.0,43.9,53.5,53.6,46.9,43.8,Fail
8.3,63.9,52.2,45.9,61.9,56.5,54.2,47.8,Pass
11.3,75.8,63.2,77.5,62.6,66.7,67.2,64.0,Pass
8.9,87.0,67.2,56.7,68.5,63.1,64.6,75.3,Pass
10.6,69.5,61.3,44.0,72.9,74.3,60.8,46.4,Pass
2.6,79.5,57.7,30.0,57.5,49.4,49.3,32.2,Fail
7.3,68.1,63.3,58.3,57.1,53.1,59.3,64.3,Pass
11.5,78.3,77.3,62.4,73.6,66.0,71.4,74.0,Pass
1.3,69.2,41.7,32.0,54.8,38.0,44.0,20.7,Fail
5.9,75.3,50.3,42.9,57.5,54.6,51.0,47.4,Pass
8.4,72.8,47.7,58.0,65.7,55.4,58.0,60.9,Pass
12.4,73.0,77.2,53.4,76.4,57.8,69.7,73.0,Pass
7.1,75.1,47.5,48.0,58.1,59.9,51.9,45.7,Pass
6.7,71.4,47.6,54.1,64.7,49.9,56.4,42.9,Fail
7.9,66.0,57.4,42.2,50.5,48.3,50.1,41.9,Fail
8.4,81.4,58.7,65.3,66.3,58.0,63.7,54.8,Pass
3.9,68.3,59.9,25.9,47.6,36.9,44.8,40.8,Fail
5.0,60.0,41.9,41.3,54.5,51.3,46.8,53.5,Pass
1.9,55.4,40.7,33.7,41.0,43.3,38.7,21.7,Fail
4.5,81.1,38.5,26.1,59.9,54.7,43.3,54.8,Pass
3.3,60.0,54.5,30.6,52.5,41.4,46.5,37.5,Fail
3.9,70.7,35.6,46.6,45.6,34.2,42.9,34.6,Fail
20.0,87.0,100.0,74.3,95.9,98.2,90.6,100.0,Pass
12.0,80.2,67.1,59.1,73.9,87.8,67.4,89.0,Pass
3.4,79.4,48.3,38.7,50.8,44.5,46.4,25.8,Fail
2.8,71.3,46.7,47.8,54.5,28.8,50.2,46.0,Fail
4.7,72.3,42.5,46.5,50.8,54.6,47.0,45.9,Fail
2.8,61.8,49.4,32.6,40.5,22.8,40.8,17.9,Fail
7.8,64.0,51.5,41.7,58.0,44.3,51.2,58.1,Pass
7.7,88.6,59.5,61.9,67.6,59.7,63.5,67.3,Pass
3.8,64.2,57.1,40.7,28.8,52.8,40.9,42.5,Fail
9.9,71.0,47.3,63.6,78.0,63.9,64.5,64.3,Pass
9.9,74.2,60.5,60.9,84.0,57.7,70.0,60.1,Pass
4.4,66.8,48.0,12.0,44.3,37.0,35.7,37.3,Fail
3.7,77.2,51.7,52.1,56.9,37.9,53.9,51.5,Fail
5.2,70.6,47.1,45.2,45.1,43.9,45.7,40.9,Fail
9.2,60.6,54.0,52.6,46.2,54.5,50.5,65.1,Pass
19.1,77.6,96.3,58.4,83.9,87.5,80.0,95.7,Pass
9.1,71.0,63.5,48.4,52.5,64.5,54.6,49.2,Pass
3.2,72.0,41.8,40.6,52.4,45.4,45.7,37.9,Fail
8.1,57.6,58.7,35.7,61.8,40.4,53.0,46.1,Fail
7.2,72.6,56.5,60.9,70.5,37.7,63.4,41.3,Fail
6.9,74.1,62.0,55.4,59.3,49.3,58.9,45.5,Pass
2.8,70.4,45.1,35.1,54.0,60.0,45.7,48.3,Fail
8.1,69.1,50.5,66.4,60.6,54.6,59.3,60.0,Pass
6.6,76.3,42.7,51.9,58.2,56.2,51.7,56.4,Pass
3.1,57.2,52.6,48.5,38.6,27.1,45.8,31.5,Fail
16.4,87.2,84.4,65.5,81.7,78.7,77.6,80.3,Pass
2.9,63.0,47.6,41.4,43.7,46.0,44.2,34.3,Fail
8.7,70.8,63.8,63.9,65.6,64.2,64.6,60.1,Pass
6.1,67.6,62.4,56.0,40.9,51.3,51.9,52.8,Pass
5.4,71.7,38.8,53.9,59.4,54.0,51.6,60.2,Pass
13.2,67.0,67.2,72.0,67.1,82.0,68.6,77.2,Pass
11.1,80.4,51.8,73.3,62.2,70.7,62.4,72.8,Pass
6.1,74.3,51.3,26.2,58.4,65.0,46.6,40.3,Fail
4.0,62.4,49.4,35.6,48.2,45.7,44.8,25.5,Fail
5.0,66.0,47.0,26.8,52.0,39.2,42.9,34.8,Fail
5.6,59.8,63.2,26.7,61.7,37.5,51.6,44.3,Fail
11.3,64.3,59.6,51.2,51.0,59.6,53.6,57.3,Pass
8.3,71.5,51.9,47.3,49.4,55.9,49.5,36.6,Fail
11.5,75.4,65.9,71.4,64.3,77.3,66.9,68.3,Pass
2.7,60.5,35.3,25.3,53.1,48.9,39.4,51.0,Fail
12.0,64.4,56.3,59.1,69.9,63.2,62.6,73.8,Pass
14.3,80.8,80.3,81.0,76.2,82.5,78.9,67.1,Pass
4.1,62.0,54.7,38.1,53.4,44.7,49.2,39.2,Fail
10.5,66.6,62.2,72.3,69.1,61.9,68.0,57.6,Pass
13.6,86.5,78.0,49.7,80.8,78.5,70.6,74.7,Pass
4.7,57.8,63.4,32.1,57.9,47.6,51.8,44.9,Fail
3.3,68.5,46.7,53.3,49.7,62.9,49.9,42.9,Fail
7.6,57.1,45.4,39.9,56.1,65.5,48.0,64.9,Pass
1.8,50.7,43.1,29.5,43.4,44.4,39.1,20.8,Fail
11.9,78.1,73.9,75.7,68.1,68.7,72.1,74.0,Pass
3.8,61.9,53.6,44.8,47.5,32.8,48.5,42.5,Fail
5.8,57.6,58.0,27.4,55.0,48.7,47.6,41.8,Fail
9.9,79.5,71.6,62.2,60.6,48.8,64.4,58.7,Pass
9.2,74.0,64.8,47.4,58.4,59.1,57.0,76.4,Pass
9.7,54.6,60.9,45.6,56.1,59.6,54.4,56.6,Pass
4.1,72.6,53.3,41.3,52.5,36.8,49.4,44.6,Fail
8.0,61.1,41.6,42.7,53.8,55.3,46.8,59.7,Pass
10.8,59.3,45.6,58.0,58.9,68.2,54.6,53.9,Pass
4.6,59.0,38.5,32.0,47.7,41.7,40.2,59.1,Fail
17.1,80.2,84.8,75.4,80.9,85.1,80.4,84.2,Pass
5.9,67.7,48.6,51.7,48.4,56.9,49.4,47.2,Pass
1.7,49.0,39.2,30.4,38.9,47.5,36.4,38.0,Fail
5.9,55.8,61.0,42.6,56.0,47.9,53.5,45.0,Fail
13.5,70.1,76.7,63.0,77.9,77.2,73.1,70.9,Pass
3.7,58.9,27.7,39.0,29.6,38.2,31.8,41.0,Fail
3.5,70.3,53.9,39.3,43.5,50.0,45.4,30.8,Fail
8.4,66.8,57.3,48.8,65.4,62.4,58.0,68.3,Pass
3.3,69.9,42.3,38.6,46.3,47.6,42.8,42.7,Fail
3.2,72.6,45.6,41.9,36.5,59.5,40.8,48.8,Fail
3.9,69.1,46.0,37.0,58.2,41.9,48.2,36.2,Fail
15.5,54.0,56.7,61.3,74.6,71.5,65.2,69.4,Pass
8.9,68.2,60.2,60.6,52.2,71.7,57.1,51.0,Pass
6.9,66.9,71.3,65.0,50.0,51.2,60.9,54.9,Pass
4.1,64.5,55.7,62.3,71.0,53.2,63.8,29.8,Fail
10.7,56.2,42.1,53.8,51.0,75.7,49.2,66.3,Pass
9.4,65.2,60.7,42.7,69.1,64.7,58.7,54.9,Pass
16.1,68.4,75.0,65.3,86.6,81.4,76.7,82.5,Pass
3.6,56.9,36.3,38.5,33.8,38.6,36.0,28.0,Fail
3.3,61.9,35.5,47.5,38.5,52.1,40.3,50.1,Fail
1.8,56.2,47.6,26.6,49.5,25.1,42.1,18.2,Fail
9.1,64.1,58.3,49.9,49.8,44.1,52.4,28.0,Fail
7.7,67.7,51.9,39.8,49.5,45.6,47.3,46.1,Fail
5.3,62.4,54.1,57.3,50.0,48.1,53.4,36.2,Fail
1.7,63.6,59.4,39.5,45.2,26.9,47.8,25.8,Fail
14.4,73.9,73.0,62.0,81.7,94.5,73.2,75.6,Pass
7.5,56.5,54.3,46.2,57.5,43.1,53.2,47.7,Fail
12.8,67.1,65.6,47.8,69.5,75.2,61.8,60.0,Pass
13.5,73.6,65.9,67.2,70.2,66.3,68.0,70.3,Pass
8.9,67.1,64.5,54.8,53.5,57.8,57.2,53.3,Pass
9.7,60.3,55.9,35.5,67.4,56.7,54.4,48.5,Pass
4.5,70.8,54.2,36.0,53.4,36.5,48.4,29.4,Fail
7.1,71.0,67.5,45.7,63.8,53.8,59.5,61.6,Pass
11.6,69.1,69.9,55.2,68.6,78.3,65.0,59.2,Pass
4.0,63.5,36.9,35.1,47.6,41.3,40.6,32.1,Fail
11.2,64.9,51.2,57.0,63.0,65.5,57.7,72.7,Pass
10.8,79.8,75.6,71.3,69.7,71.1,71.9,67.8,Pass
10.6,89.3,67.1,65.0,69.9,73.4,67.6,70.3,Pass
6.8,63.0,54.6,56.3,50.1,35.8,53.3,35.8,Fail
4.2,74.8,44.5,46.2,55.4,54.7,49.4,43.4,Fail
17.0,73.5,81.0,67.9,87.7,86.4,79.8,100.0,Pass
13.9,72.4,84.6,62.1,76.1,73.3,74.4,82.2,Pass
6.9,79.7,58.9,57.3,71.4,69.3,63.4,48.7,Pass
7.7,68.3,61.1,53.9,55.3,65.1,56.6,52.9,Pass
5.7,72.3,63.1,57.6,71.4,55.5,64.8,27.5,Fail
1.8,60.0,55.0,34.0,47.6,31.8,45.7,34.9,Fail
6.3,53.1,43.1,29.6,29.3,42.8,33.5,33.9,Fail
8.9,89.4,67.9,55.2,81.4,63.8,69.5,64.9,Pass
4.7,63.9,58.8,27.9,44.8,49.3,43.9,42.5,Fail
5.5,67.8,63.8,42.8,56.3,48.3,54.5,41.5,Fail
5.5,60.7,45.8,31.7,53.6,47.5,44.7,41.4,Fail
7.2,74.9,51.5,48.7,58.6,44.8,53.5,46.5,Fail
5.8,72.6,52.1,47.2,54.2,58.6,51.5,40.5,Fail
3.8,52.1,40.7,35.3,39.1,49.7,38.4,45.7,Fail
7.2,70.0,53.2,45.9,53.3,50.4,51.0,50.1,Pass
8.7,77.5,63.9,50.1,71.8,56.1,62.9,66.2,Pass
7.6,78.7,54.5,61.6,53.3,53.0,56.2,40.0,Fail
1.7,67.2,56.0,38.1,47.0,55.4,47.0,46.1,Fail
9.6,77.4,59.2,41.8,69.3,68.8,58.0,58.3,Pass
3.1,59.4,39.2,37.9,36.9,39.1,37.9,31.1,Fail
8.6,60.5,46.0,62.7,58.8,50.5,56.1,59.7,Pass
8.8,68.1,68.1,47.2,68.8,48.0,62.1,61.2,Pass
2.3,52.7,30.1,29.8,41.9,41.8,34.7,45.0,Fail
11.0,67.3,65.8,61.7,72.7,61.5,67.3,61.6,Pass
16.9,74.2,81.6,63.0,79.6,84.9,75.2,82.6,Pass
5.6,59.2,25.6,31.5,40.7,57.5,33.4,57.8,Fail
8.6,74.6,49.1,38.5,59.2,48.6,50.0,58.4,Pass
5.0,57.9,44.3,46.6,38.5,38.9,42.7,40.8,Fail
3.1,78.4,64.9,49.2,70.5,50.9,62.4,25.3,Fail
11.6,81.8,64.7,55.7,70.1,67.2,64.2,64.9,Pass
8.7,80.0,57.4,43.7,50.1,58.7,50.4,54.1,Pass
4.3,59.6,40.5,47.2,42.1,50.9,43.2,39.5,Fail
3.2,65.4,39.9,37.3,45.0,48.1,41.2,32.6,Fail
17.4,72.5,71.5,53.3,69.8,77.5,65.4,79.9,Pass
2.6,64.9,39.3,40.3,36.0,35.1,38.3,44.8,Fail
9.4,57.1,50.2,52.6,54.2,55.3,52.5,62.0,Pass
7.4,77.4,52.3,63.1,63.2,68.2,59.9,61.2,Pass
10.3,67.2,57.7,62.0,69.0,47.5,63.5,58.1,Pass
14.9,80.3,81.5,75.9,85.9,78.0,81.6,70.5,Pass
0.8,64.9,32.1,25.1,36.6,39.7,31.8,34.7,Fail
3.4,59.6,39.5,25.2,26.2,33.4,29.9,37.9,Fail
6.2,61.1,46.6,48.5,63.9,36.3,54.1,41.2,Fail
15.6,77.8,74.5,68.9,76.1,69.6,73.5,66.7,Pass
5.2,72.7,46.1,50.4,50.0,53.0,49.0,57.9,Pass
4.6,64.3,65.1,42.3,61.0,44.3,56.6,39.6,Fail
1.2,66.3,47.0,47.2,41.9,20.6,45.0,28.2,Fail
4.3,71.5,57.8,38.5,56.3,41.6,51.4,46.7,Fail
9.2,69.5,61.2,53.0,63.3,70.6,59.6,49.3,Pass
6.2,66.5,63.6,39.6,47.0,48.9,49.8,58.5,Pass
4.2,66.2,39.1,32.9,40.7,48.9,37.9,31.5,Fail
17.5,90.1,77.6,87.9,83.6,88.7,83.1,88.6,Pass
5.6,64.0,43.9,42.3,50.7,54.8,46.1,58.3,Pass
7.2,77.7,56.3,72.5,55.4,63.9,60.8,45.8,Pass
4.0,66.8,60.7,28.4,46.9,43.1,45.5,36.7,Fail
3.1,57.8,61.1,37.1,46.6,30.8,48.1,38.1,Fail
9.9,71.5,68.9,56.1,59.7,65.8,61.4,71.6,Pass
2.0,53.4,39.2,44.0,46.7,23.0,43.6,15.1,Fail
8.8,59.8,64.5,41.4,60.6,58.5,56.0,46.0,Pass
0.6,65.6,52.7,27.4,40.0,41.8,40.0,29.1,Fail
8.1,76.1,68.4,39.1,66.8,52.5,59.0,58.3,Pass
3.3,63.7,44.6,51.4,56.1,32.1,51.2,32.2,Fail
3.7,64.8,46.0,23.8,49.2,50.0,40.6,40.8,Fail
5.6,62.1,44.6,43.9,40.3,47.1,42.7,42.3,Fail
2.9,64.8,43.3,60.1,57.2,41.2,53.9,36.9,Fail
1.6,77.8,40.1,48.2,58.9,43.8,50.1,38.4,Fail
6.0,75.3,54.1,58.1,65.2,49.2,59.7,51.8,Pass
10.2,71.6,61.7,70.8,68.5,50.1,67.2,69.5,Pass
7.6,67.8,48.6,50.2,59.9,49.3,53.6,52.8,Pass
12.4,71.9,87.9,61.8,73.1,69.0,74.1,73.8,Pass
1.8,50.9,41.2,31.7,40.4,33.2,38.0,34.6,Fail
5.2,62.4,59.5,41.3,43.9,30.0,47.8,43.3,Fail
6.8,73.6,65.3,42.8,51.1,51.0,52.9,52.2,Pass
3.8,57.1,60.3,50.1,41.9,56.5,49.9,55.2,Pass
7.0,66.2,46.6,42.2,40.4,52.0,42.8,33.9,Fail
12.0,65.5,59.3,55.2,56.4,73.0,56.9,67.3,Pass
8.9,77.0,46.4,41.9,61.0,64.7,50.9,62.2,Pass
12.9,65.3,52.4,67.2,50.0,62.8,55.9,61.5,Pass
7.9,74.2,50.0,65.3,52.3,53.0,55.5,64.3,Pass
6.3,75.8,54.1,27.7,55.6,54.9,46.8,33.6,Fail
15.0,75.4,71.9,80.8,70.0,73.3,73.8,73.5,Pass
7.2,63.1,78.7,53.3,56.4,62.6,62.2,39.1,Pass
16.8,84.0,82.8,84.4,84.9,82.9,84.1,82.0,Pass
11.1,86.1,75.8,64.3,78.9,77.5,73.6,64.1,Pass
4.3,75.9,52.5,48.8,48.2,51.8,49.7,46.8,Fail
5.9,66.5,41.2,47.6,49.6,53.8,46.5,65.7,Pass
14.9,70.8,73.4,56.5,58.6,68.6,62.4,84.6,Pass
12.4,73.0,53.8,59.4,71.4,78.6,62.5,60.9,Pass
10.1,58.6,56.3,47.5,53.2,78.6,52.4,68.3,Pass
9.5,67.0,64.3,62.4,64.2,51.7,63.7,50.9,Pass
2.7,66.8,40.7,35.2,43.8,48.8,40.3,45.4,Fail
3.2,60.9,46.2,41.7,61.6,40.5,51.0,41.9,Fail
7.7,64.4,49.9,38.2,68.5,45.2,53.8,59.4,Pass
3.8,64.1,38.0,56.0,51.2,34.8,48.7,48.5,Fail
5.6,64.6,54.5,45.8,55.6,40.2,52.3,49.9,Fail
5.4,72.5,60.9,32.8,57.4,42.0,51.1,41.8,Fail
9.3,60.5,65.1,59.7,56.4,46.9,60.0,50.5,Pass
7.8,73.6,55.8,52.8,54.1,66.8,54.2,46.8,Pass
11.8,73.8,48.3,66.5,59.0,68.2,58.0,70.2,Pass
7.9,73.0,58.4,79.0,55.4,63.3,63.4,60.0,Pass
7.6,58.0,62.8,56.5,58.4,41.7,59.2,31.7,Fail
6.7,75.1,45.4,58.4,54.7,65.9,53.0,63.8,Pass
12.8,79.7,83.8,59.9,60.2,67.1,67.2,67.6,Pass
6.7,81.4,41.3,51.1,75.6,68.0,58.0,48.0,Pass
4.2,58.4,49.1,35.6,46.3,45.6,43.9,41.0,Fail
9.8,67.1,66.4,41.5,77.8,50.2,63.5,43.8,Pass
6.2,53.2,60.1,38.1,48.3,48.6,48.8,38.8,Fail
11.0,66.6,65.7,66.1,62.9,63.8,64.7,55.6,Pass
13.6,87.8,70.9,70.3,82.9,68.6,75.5,66.5,Pass
5.9,69.4,54.0,34.8,52.4,39.4,47.6,34.5,Fail
13.3,70.1,62.2,60.8,72.1,77.8,65.7,71.5,Pass
11.2,74.5,48.8,51.2,62.5,76.3,55.0,75.4,Pass
4.7,65.1,47.0,45.8,46.7,36.5,46.5,30.0,Fail
3.9,49.4,46.5,29.8,54.6,38.5,44.7,29.4,Fail
